,description,Address,Price,Bedroom,Bathroom,Toilet,date,State,Location
13166,A High Premium 66 Room Residence And Suites On A 3000sqm Of Land For Sale In Enugu.," Serene And Well Secure Area Of Thinkers Conner, Enugu Enugu Area ",1000000000,0,0,0,2023-05-26,Enugu,Enugu
13167,Alluring 4 Bedroom Bungalow, At Unity Area Ologuneru Ibadan Ibadan Oyo ,26000000,4,4,0,2023-04-20,Oyo,Ibadan
13168,Lovely 3 Bedroom Bungalow, Close To Alheri Hotel Ibadan Oyo ,27000000,3,3,3,2023-04-20,Oyo,Ibadan
13169,Decent 4 Bedroom Bungalow, At Elewuro Area Ibadan Oyo ,25000000,4,4,0,2023-04-20,Oyo,Ibadan
13170,A Contemporary 4 Bedroom Semi Detached Duplex, Greenland Estate Ibadan Ibadan Oyo ,90000000,4,4,5,2023-04-20,Oyo,Ibadan
13171,Lovely 3 Bedroom Duplex With Bq, Main Gra Ibadan Oyo ,65000000,3,3,0,2023-04-20,Oyo,Ibadan
13172,Classic 5 Bedroom Bungalow, At Omolayo Area Ibadan Oyo ,55000000,5,5,0,2023-04-20,Oyo,Ibadan
13173,Alluring 2 Bedroom Duplex, At Main Kolapo Ishola Gra Akobo Ibadan Oyo ,45000000,2,2,0,2023-04-20,Oyo,Ibadan
13174,Clean 4 Bedroom Bungalow, At Wisdom Estate Ibadan Oyo ,15000000,4,4,0,2023-04-20,Oyo,Ibadan
13175,4 Bedroom Duplex With Bq At Adeoyo Ring Road, Adeoyo Federal Hospital Area Brighto/dayus Ibadan Ibadan Oyo ,95000000,0,0,0,2023-04-20,Oyo,Ibadan
13176,Brand New 2 Bedroom Of 4 Flat, Akobo Ojurin Ibadan Oyo ,26000000,2,2,0,2023-04-20,Oyo,Ibadan
13177,4 Bedroom Duplex At Jericho Idi Ishin Ibadan, Jericho Along Idi Ishin Main Road Ibadan Ibadan Ibadan Oyo ,100000000,4,4,5,2023-04-20,Oyo,Ibadan
13178,Brand New 4bedroom Semidetached House With A Bq, 2nd Toll Gate Ikota Lekki Lagos ,90000000,4,4,4,2023-05-27,Lagos,Lekki
13179,Stunning 3 Bedroom Bungalow, In Gated Estate At Alafara Area Ibadan Oyo ,35000000,3,3,0,2023-04-20,Oyo,Ibadan
13180,Beautiful 5 Bedroom Bungalow All Room Ensuite With Bq, At Idi Ishin Area Jericho Ibadan Oyo ,18000000,5,5,0,2023-04-20,Oyo,Ibadan
13181,A Contemporary 4 Bedroom Terraced Duplex, Alpha Grace Estate Ibadan Ibadan Oyo ,45000000,4,4,5,2023-04-20,Oyo,Ibadan
13182,Attractive 4 Bedroom Duplex With Bq, At Alpha Grace Estate Ibadan Oyo ,70000000,4,4,0,2023-04-20,Oyo,Ibadan
13183,Lovely 4 Bedroom Duplex With 2 Bedroom Duplex, At Tiger Estate Ibadan Oyo ,130000000,4,4,4,2023-04-20,Oyo,Ibadan
13184,New Detached 4 Bedrooms Duplex With Bq, Chevron Drive Lekki Lagos ,170000000,4,4,5,2023-04-20,Lagos,Lekki
13185,Exquisite 3 Bedroom Bungalow, At Ajila Area Elebu Ibadan Oyo ,30000000,3,3,0,2023-04-20,Oyo,Ibadan
13186,Tastefully Built 4 Bedroom Bungalow, At Festac Area Ibadan Oyo ,45000000,4,4,0,2023-04-20,Oyo,Ibadan
13187,Classic 5 Bedroom Duplex, Ologuneru Area Ibadan Oyo ,35000000,5,5,0,2023-04-20,Oyo,Ibadan
13188,Tastefully Finished 4 Bedroom Semi Detached Duplex, Ikota Villa Ikota Lekki Lagos ,90000000,4,4,5,2023-05-27,Lagos,Lekki
13189,Well Finished 5 Bedroom Semi Detached Duplex + Bq, Ajah Ajah Lagos ,150000000,5,5,6,2023-04-20,Lagos,Ajah
13190,Executive 3 Bedroom Bungalow, At Main Ibadan Oyo ,40000000,3,3,0,2023-04-20,Oyo,Ibadan
13191,Lovely 3 Bedrooms Bungalow, At Elebu Area Off Akala Express Way Ibadan Oyo ,35000000,3,3,0,2023-04-20,Oyo,Ibadan
13192,5 Bedroom Bungalow All Room Ensuite With Bq, At Idi Ishin Area Jericho Ibadan Ibadan Oyo ,18000000,5,5,0,2023-04-20,Oyo,Ibadan
13193,Lovely 4 Bedrooms Duplex, At Carton Gate Ibadan Oyo ,95000000,4,4,0,2023-04-20,Oyo,Ibadan
13194,Beautiful Contemporary 5 Bedroom Detached Duplex With Bq And Swimming Pool, Ikota Lekki Lagos ,200000000,5,5,6,2023-04-20,Lagos,Lekki
13195,Classic 3bedroom Detached Duplex, Main Oluyole Gra Ibadan Oyo ,100000000,3,3,0,2023-04-20,Oyo,Ibadan
13196,Fresh Twin 4 Bedroom Duplex, Behind Nnpc Akala Express Way Ibadan Oyo ,90000000,4,4,0,2023-04-20,Oyo,Ibadan
13197,Luxury 4 Bedroom Semi Detached Duplex With Bq, At Idi Ishin Area Ibadan Oyo ,75000000,4,4,4,2023-04-20,Oyo,Ibadan
13198,4 Bedroom Duplex With Bq, At Alpha Grace Estate Ibadan Ibadan Oyo ,70000000,4,4,0,2023-04-20,Oyo,Ibadan
13199,Exclusive 5 Bedroom Detached Duplex, Ibadan Oyo ,120000000,5,5,5,2023-04-20,Oyo,Ibadan
13200,Luxury 4 Bedroom Terrace Duplex, Ikota Lekki Lagos ,57000000,4,0,0,2023-05-29,Lagos,Lekki
13201,4 Bedroom Duplex With 2 Bedroom Duplex, At Tiger Estate Ibadan Ibadan Oyo ,130000000,4,4,4,2023-04-20,Oyo,Ibadan
13202,5 Bedroom Bungalow, At Omolayo Area Ibadan Ibadan Oyo ,55000000,5,5,0,2023-04-20,Oyo,Ibadan
13203,3 Bedroom Duplex With Bq, Main Gra Ibadan Ibadan Oyo ,65000000,3,3,0,2023-04-20,Oyo,Ibadan
13204,3 Bedroom Bungalow, At Nifort Area Apete Ibadan Ibadan Oyo ,18000000,3,3,0,2023-04-20,Oyo,Ibadan
13205,4 Bedroom Detached Duplex With Bq, At Carlton Gate Estate Ibadan Ibadan Oyo ,100000000,4,4,0,2023-04-20,Oyo,Ibadan
13206,4 Bedroom Bungalow, At Elewuro Area Ibadan Ibadan Oyo ,25000000,4,4,0,2023-04-20,Oyo,Ibadan
13207,4 Bedrooms Semi Detached Duplex," At Iyalan Olopa Area, Ashi Ibadan Ibadan Oyo ",60000000,4,4,0,2023-04-20,Oyo,Ibadan
13208,Newly Built 4 Bedroom Duplex, Thomas Estate Ajah Lagos ,80000000,4,4,5,2023-04-20,Lagos,Ajah
13209,Luxury 4 Bedroom Detached Duplex With Bq, Ajah Lagos ,85000000,4,4,5,2023-04-20,Lagos,Ajah
13210,20% Discount On Greenish Court, Invest In The Most Affordable Land At Ajah Buy And Build Abraham Adesanya Ajah Lagos ,4800000,0,0,0,2023-05-28,Lagos,Ajah
13211,Beautiful Luxury 5 Bedroom Detached Duplex With Bq, Ologolo Lekki Lagos ,160000000,5,5,6,2023-04-20,Lagos,Lekki
13212,Luxury 4 Bedroom Semi Detached Duplex With Bq, Bera Estate Agungi Lekki Lagos ,85000000,4,4,5,2023-04-20,Lagos,Lekki
13213,Luxury 5 Bedroom Fully Detached Duplex With Bq, Ikate Elegushi Lekki Lagos ,190000000,5,5,6,2023-04-20,Lagos,Lekki
13214,Luxury 4 Bedroom Semi Detached Duplex With Bq, Chevron Toll Gate Lekki Lagos ,67000000,4,4,5,2023-04-20,Lagos,Lekki
13215,Luxury 4 Bedroom Terrace Duplex, Chevron Toll Gate Lekki Lagos ,65000000,4,4,5,2023-04-20,Lagos,Lekki
13216,Luxury 5 Bedroom Detached Duplex With Bq, Royal Garden Estate Ajah Lagos ,450000000,5,5,6,2023-04-20,Lagos,Ajah
13217,Luxury 5 Bedroom Detached Duplex With Bq, Osapa Lekki Lagos ,240000000,5,5,6,2023-04-20,Lagos,Lekki
13218,5 Bedroom Detached Duplex, Lekki Lagos ,160000000,5,5,6,2023-04-20,Lagos,Lekki
13219,4 Bedroom Semi Detached Duplex, Lekki Lagos ,95000000,4,4,5,2023-04-20,Lagos,Lekki
13220,4 Bedroom Semi Detached Duplex, Lekki Lagos ,90000000,4,4,5,2023-04-20,Lagos,Lekki
13221,4 Bedroom Terrace Duplex, Lekki Lagos ,75000000,4,4,5,2023-04-20,Lagos,Lekki
13222,Luxury 4 Bedroom Terrace Duplex, Ikota Lekki Lagos ,57000000,4,0,0,2023-05-29,Lagos,Lekki
13223,3 Bedroom Terrace Duplex, Ikota Lekki Lagos ,48000000,3,3,4,2023-04-20,Lagos,Lekki
13224,4 Bedroom Semi Detached Duplex, Ikota Lekki Lagos ,90000000,4,4,5,2023-04-20,Lagos,Lekki
13225,4 Bedroom Semi Detached Duplex, Ikota Lekki Lagos ,80000000,4,4,5,2023-04-20,Lagos,Lekki
13226,4 Bedroom Semi Detached Duplex, Lekki Lagos ,95000000,4,4,5,2023-04-20,Lagos,Lekki
13227,5 Bedroom Detached Duplex, Ologolo Lekki Lagos ,200000000,5,5,6,2023-04-20,Lagos,Lekki
13228,4 Bedroom Detached Duplex, Ikota Lekki Lagos ,98000000,4,4,5,2023-04-20,Lagos,Lekki
13229,4 Bedroom Semi Detached Duplex, Lekki Lagos ,75000000,4,4,5,2023-04-20,Lagos,Lekki
13230,4 Bedroom Terrace Duplex, Lekki Lagos ,75000000,4,4,5,2023-04-20,Lagos,Lekki
13231,Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq, Lekki Lagos ,145000000,4,4,5,2023-04-20,Lagos,Lekki
13232,Brand New 4bedroom Semidetached House With A Bq, 2nd Toll Gate Ikota Lekki Lagos ,90000000,4,4,4,2023-05-27,Lagos,Lekki
13233,Beautiful Luxury 4 Bedroom Terrace Duplex With Bq, Lekki Phase 1 Lekki Lagos ,200000000,4,4,5,2023-04-20,Lagos,Lekki
13234,Beautiful Luxury 4 Bedroom Detached Duplex With Bq, Ologolo Lekki Lagos ,110000000,4,4,5,2023-04-20,Lagos,Lekki
13235,Contemporary 5 Bedroom Semi Detached Duplex With Bq, Lekki Lagos ,450000000,5,5,6,2023-04-20,Lagos,Lekki
13236,Beautiful Luxury 5 Bedroom Detached Duplex With Bq, Chevron Toll Gate Lekki Lagos ,125000000,5,5,6,2023-04-20,Lagos,Lekki
13237,Contemporary Luxury 4 Bedroom Terrace Duplex With Bq, Ologolo Lekki Lagos ,155000000,4,4,5,2023-04-20,Lagos,Lekki
13238,Beautiful Luxury 2 Bedroom Apartment, Chevron Toll Gate Lekki Lagos ,47000000,2,2,3,2023-04-20,Lagos,Lekki
13239,Beautiful Luxury 4 Bedroom Terrace Duplex, Lekki Lagos ,120000000,4,4,5,2023-04-20,Lagos,Lekki
13240,Contemporary Luxury 6 Bedroom Detached Duplex With Bq, Lekki Lagos ,1400000000,6,6,7,2023-04-20,Lagos,Lekki
13241,Beautiful Luxury 5 Bedroom Detached Duplex With Bq, Ikota Lekki Lagos ,118000000,5,5,6,2023-04-20,Lagos,Lekki
13242,Well Built Serviced 4 Bedroom Terrace Duplex, Ologolo Lekki Lagos ,75000000,4,4,5,2023-04-20,Lagos,Lekki
13243,Contemporary Luxury 5 Bedroom Detached Duplex With Bq, Lekki Lagos ,390000000,5,5,6,2023-04-20,Lagos,Lekki
13244,Affordable Off Plan 4 Bedroom Terrace Duplex In A Shared Compound," Off Adenike Olotun Street, Ikota Gra, Ikota, Lekki, Lagos Ikota Lekki Lagos ",60000000,4,4,5,2023-05-27,Lagos,Lekki
13245,Beautiful Luxury 5 Bedroom Detached Duplex With Bq, Chevron Toll Gate Lekki Lagos ,300000000,5,5,6,2023-04-20,Lagos,Lekki
13246,Tastefully 4 Bedroom Semi Detached Duplex With Bq, Ologolo Lekki Lagos ,120000000,4,4,5,2023-04-20,Lagos,Lekki
13247,Beautiful Luxury 5 Bedroom Detached Duplex With Bq, Megamound Estate Ikota Lekki Lagos ,180000000,5,5,6,2023-04-20,Lagos,Lekki
13248,Beautiful Luxury 5 Bedroom Detached Duplex With Bq, Chevron Toll Gate Lekki Lagos ,120000000,5,5,6,2023-04-20,Lagos,Lekki
13249,Contemporary Luxury 5 Bedroom Detached Duplex With Bq, Lekki Lagos ,400000000,5,5,6,2023-04-20,Lagos,Lekki
13250,Beautiful 4 Bedroom Semi Detached Duplex With Bq, Ologolo Lekki Lagos ,140000000,4,4,5,2023-04-20,Lagos,Lekki
13251,Beautiful Luxury 4 Bedroom Terrace Duplex, Chevron Toll Gate Lekki Lagos ,67000000,4,4,5,2023-04-20,Lagos,Lekki
13252,5 Bedroom Detached Duplex, Ikota Lekki Lagos ,135000000,5,5,6,2023-04-20,Lagos,Lekki
13253,Beautifully Designed Duplex With You In Mind With Governor’s Consent, Jade Wood Garden Is Behind Lagos Business School Ajah Ajah Ajah Lagos ,85000000,5,5,6,2023-04-20,Lagos,Ajah
13254,Tasteful Luxury Of 4 Bedroom Terrace Duplex For Sale, Atlantic View Estate Igbo Efon. Igbo Efon Lekki Lagos ,95000000,4,4,5,2023-05-29,Lagos,Lekki
13255,4 Bedroom Semi Detached Duplex, Ikate Elegushi Lekki Lagos ,114000000,4,4,5,2023-04-20,Lagos,Lekki
13256,Beautiful Luxury 4 Bedroom Terrace Duplex, Ologolo Lekki Lagos ,95000000,4,4,5,2023-04-20,Lagos,Lekki
13257,Contemporary Luxury 4 Bedroom Terrace Duplex With Bq, Lekki Phase 1 Lekki Lagos ,250000000,4,4,5,2023-04-20,Lagos,Lekki
13258,5 Bedroom Detached Duplex, Lekki Lagos ,450000000,5,5,6,2023-04-20,Lagos,Lekki
13259,4 Bedroom Detached Duplex, Agungi Lekki Lagos ,120000000,4,4,5,2023-04-20,Lagos,Lekki
13260,5 Bedroom Detached Duplex, Lekki Lagos ,250000000,5,5,6,2023-04-20,Lagos,Lekki
13261,5 Bedroom Detached Duplex, Ikota Lekki Lagos ,180000000,5,5,6,2023-04-20,Lagos,Lekki
13262,5 Bedroom Semi Detached Duplex, Lekki Lagos ,200000000,5,5,6,2023-04-20,Lagos,Lekki
13263,Beautiful Luxury 5 Bedroom Detached Duplex With Bq, Chevron Toll Gate Lekki Lagos ,150000000,5,5,6,2023-04-20,Lagos,Lekki
13264,5 Bedroom Semi Detached Duplex, Lekki Lagos ,330000000,5,5,6,2023-04-20,Lagos,Lekki
13265,4 Bedroom Terrace Duplex, Lekki Lagos ,108000000,4,4,5,2023-04-20,Lagos,Lekki
13266,Comfort Luxury Guaranteed 3 Bedroom Room Semi Detached Duplex With Bq, Sangotedo Ajah Lagos ,58000000,3,3,4,2023-05-29,Lagos,Ajah
13267,4 Bedroom Terrace Duplex, Lekki Lagos ,165000000,4,4,5,2023-04-20,Lagos,Lekki
13268,5 Bedroom Detached Duplex, Lekki Lagos ,150000000,5,5,6,2023-04-20,Lagos,Lekki
13269,Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq, Chevron Toll Gate Lekki Lagos ,80000000,4,4,5,2023-04-20,Lagos,Lekki
13270,5 Bedroom Detached Duplex, Ajah Lagos ,450000000,5,5,6,2023-04-20,Lagos,Ajah
13271,Beautiful Luxury 5 Bedroom Detached Duplex With Bq, Lekki Lagos ,185000000,5,5,6,2023-04-20,Lagos,Lekki
13272,4 Bedroom Semi Detached Duplex, Ikota Lekki Lagos ,85000000,4,4,5,2023-04-20,Lagos,Lekki
13273,Beautiful Luxury 4 Bedroom Detached Duplex With Bq, Agungi Lekki Lagos ,130000000,4,4,5,2023-04-20,Lagos,Lekki
13274,4 Bedroom Semi Detached Duplex, Ajah Lagos ,85000000,4,4,5,2023-04-20,Lagos,Ajah
13275,4 Bedroom Semi Detached Duplex, Ajah Lagos ,85000000,4,4,5,2023-04-20,Lagos,Ajah
13276,Upscale 3 Bedroom Flat With Ample Parking Space, Victoria Island Lagos ,10000000,3,3,4,2023-05-29,Lagos,Island
13277,4 Bedroom Terrace Duplex, Lekki Lagos ,65000000,4,4,5,2023-04-20,Lagos,Lekki
13278,Contemporary Luxury 5 Bedroom Detached Duplex With Bq, Megamound Estate Ikota Lekki Lagos ,200000000,5,5,6,2023-04-20,Lagos,Lekki
13279,Beautiful Luxury 4 Bedroom Detached Duplex With Bq, Ajah Lagos ,78000000,4,4,5,2023-04-20,Lagos,Ajah
13280,4 Bedroom Terrace Duplex, Lekki Lagos ,125000000,4,4,5,2023-04-20,Lagos,Lekki
13281,5 Bedroom Detached Duplex, Lekki Lagos ,350000000,5,5,6,2023-04-20,Lagos,Lekki
13282,5 Bedroom Detached Duplex, Ikate Elegushi Lekki Lagos ,350000000,5,5,6,2023-04-20,Lagos,Lekki
13283,4 Bedroom Terrace Duplex, Lekki Lagos ,125000000,4,4,5,2023-04-20,Lagos,Lekki
13284,Beautiful Luxury 5 Bedroom Detached Duplex With Bq, Chevron Toll Gate Lekki Lagos ,300000000,5,5,6,2023-04-20,Lagos,Lekki
13285,Beautiful Luxury 5 Bedroom Semi Detached Duplex With Bq, Igbo Efon Lekki Lagos ,180000000,5,5,6,2023-04-20,Lagos,Lekki
13286,Contemporary Luxury 5 Bedroom Detached Duplex With Bq, Royal Garden Estate Ajah Lagos ,470000000,5,5,6,2023-04-20,Lagos,Ajah
13287,4 Bedroom Terrace Duplex, Lekki Lagos ,125000000,4,4,5,2023-04-20,Lagos,Lekki
13288,4 Bedroom Detached Duplex And 1bq, Chevron Drive Lekki Lagos ,110000000,4,0,0,2023-05-29,Lagos,Lekki
13289,4 Bedroom Semi Detached Duplex, Lekki Lagos ,150000000,4,4,5,2023-04-20,Lagos,Lekki
13290,5 Bedroom Detached Duplex, Osapa Lekki Lagos ,550000000,5,5,6,2023-04-20,Lagos,Lekki
13291,4 Bedroom Terrace Duplex, Osapa Lekki Lagos ,125000000,4,4,5,2023-04-20,Lagos,Lekki
13292,Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq, Osapa Lekki Lagos ,95000000,4,4,5,2023-04-20,Lagos,Lekki
13293,Beautiful Luxury 5 Bedroom Detached Duplex With Bq, Ikate Elegushi Lekki Lagos ,195000000,5,5,6,2023-04-20,Lagos,Lekki
13294,Contemporary Luxury 5 Bedroom Detached Duplex With Bq, Osapa Lekki Lagos ,560000000,5,5,6,2023-04-20,Lagos,Lekki
13295,Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq, Ikota Lekki Lagos ,90000000,4,4,5,2023-04-20,Lagos,Lekki
13296,Beautiful Luxury 5 Bedroom Semi Detached Duplex With Bq, Chevron Toll Gate Chevron Drive Lekki Lagos ,120000000,5,5,6,2023-04-20,Lagos,Lekki
13297,Contemporary Luxury 5 Bedroom Detached Duplex With Bq, Chevron Toll Gate Chevron Drive Lekki Lagos ,320000000,5,5,6,2023-04-20,Lagos,Lekki
13298,Unveiling An Exquisite Oasis: Luxurious 4 Bedroom Terrace Duplex In Prime Location, Victoria Garden City Estate Lagos. Victoria Garden City Lekki Lagos ,220000000,4,4,5,2023-05-29,Lagos,Lekki
13299,Beautiful Luxury 4 Bedroom Detached Duplex With Bq, Ikota Lekki Lagos ,115000000,4,4,5,2023-04-20,Lagos,Lekki
13300,Contemporary Luxury 4 Bedroom Detached Duplex With Bq, Ikate Elegushi Lekki Lagos ,170000000,4,4,5,2023-04-20,Lagos,Lekki
13301,Beautiful Luxury Serviced 2 Bedroom Maisonette, Lekki Phase 1 Lekki Lagos ,90000000,2,2,3,2023-04-20,Lagos,Lekki
13302,Beautiful Luxury 4 Bedroom Maisonette With Bq, Lekki Phase 1 Lekki Lagos ,200000000,4,4,5,2023-04-20,Lagos,Lekki
13303,Beautiful Luxury 5 Bedroom Detached Duplex With Bq, Ikate Elegushi Lekki Lagos ,300000000,5,5,6,2023-04-20,Lagos,Lekki
13304,Beautiful Luxury 4 Bedroom Terrace Duplex With Bq, Ikate Elegushi Lekki Lagos ,190000000,4,4,5,2023-04-20,Lagos,Lekki
13305,Beautiful Luxury 4 Bedroom Detached Duplex With Bq, Ikota Lekki Lagos ,95000000,4,4,5,2023-04-20,Lagos,Lekki
13306,Contemporary Luxury 5 Bedroom Detached Duplex With Bq, Megamound Estate Ikota Lekki Lagos ,220000000,5,5,6,2023-04-20,Lagos,Lekki
13307,Beautiful Luxury 2 Bedroom Apartment With Swimming, Ikate Elegushi Lekki Lagos ,75000000,2,2,3,2023-04-20,Lagos,Lekki
13308,Beautiful Luxury 5 Bedroom Detached Duplex With Bq, Megamound Estate Ikota Lekki Lagos ,205000000,5,5,6,2023-04-20,Lagos,Lekki
13309,Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq, Idado Lekki Lagos ,80000000,4,4,5,2023-04-20,Lagos,Lekki
13310,Affordable 3 Bedroom Terrace Duplex In A Shared Compound," Pentagon Court Phase 5, Ikota, Lekki, Lagos Ikota Lekki Lagos ",55000000,3,3,4,2023-05-27,Lagos,Lekki
13311,Beautiful Luxury 5 Bedroom Detached Duplex With Bq, Megamound Estate Ikota Lekki Lagos ,220000000,5,5,6,2023-04-20,Lagos,Lekki
13312,Exquisite 4bedroom Semi Detached Duplex, Vgc Victoria Garden City Lekki Lagos ,95000000,5,5,5,2023-04-19,Lagos,Lekki
13313,Tastefully Finished Detached 4bedroom Duplex, Vgc/ Victoria Garden City Lekki Lagos ,110000000,5,5,5,2023-04-19,Lagos,Lekki
13314,A Fully Detached Duplex, Vgc/ Victoria Garden City Lekki Lagos ,110000000,4,5,5,2023-04-19,Lagos,Lekki
13315,Neatly Furnished 4 Bedroom Duplex, Brownstone Estate Lekki Lagos ,190000000,4,4,5,2023-04-19,Lagos,Lekki
13316,Executive 3 Bedroom Semi Detached," Canaan Estate, Lifecamp Life Camp Abuja Phase 3 Abuja ",100000000,3,4,4,2023-04-19,Abuja,3
13317,Exclusive 4 Bedroom Smart Duplex @ 600m² Land, Behind Dunamis Glory Dome Lugbe Abuja Phase 4 Abuja ,65000000,4,0,0,2023-04-19,Abuja,4
13318,Solid Room And Living Room Bungalow," Irewumi Zone B, Owode Ede Osogbo. Osun State Osun Area Osun ",12000000,1,2,2,2023-04-19,Osun,Area
13319,Exquisite Furniture 5 Bedroom Fully Detached Duplex," Ikota Residential Villa, Eleganza Shopping Mall Lekki 2nd Toll Gate ,megamound Estate ,the Place Mega Chicken And Many More Ikota Lekki Lagos ",150000000,5,6,6,2023-04-19,Lagos,Lekki
13320,3 Units Of Executive 5 Bedroom Fully Detached Duplex With Swimming Area, Osapa Lekki Lagos ,370000000,5,5,6,2023-05-29,Lagos,Lekki
13321,5 Bedroom Fully Detached Duplex, Airport Road Lugbe Abuja Phase 4 Abuja ,95000000,5,5,5,2023-04-19,Abuja,4
13322,Newly Built 6 Bedrooms Duplex," Tiger Mini Estate, Ojoo Ibadan Ibadan Oyo ",130000000,6,6,6,2023-04-19,Oyo,Ibadan
13323,3 Bedroom Semi Detached Bungalow, Elite Bungalow Abijo Abijo Ajah Lagos ,30000000,3,3,4,2023-04-19,Lagos,Ajah
13324,Newly Built Bungalow," Irewumi Zone B, Owode Ede Osun State Osun Osun Area Osun ",12000000,1,2,2,2023-04-19,Osun,Area
13325,4 Bedroom Terrance, D Sha Beach Estate Okun Ajah Road Abraham Adesanya Ajah Lagos ,64000000,4,4,5,2023-04-19,Lagos,Ajah
13326,5 Bedroom Semi Detacched Duplex With A Roof Top Terrace., Iktate Ikate Elegushi Lekki Lagos ,450000000,5,5,6,2023-04-19,Lagos,Lekki
13327,4 Bedroom Terrace Duplex ., Ajah Ajah Ajah Lagos ,47000000,4,4,5,2023-04-19,Lagos,Ajah
13328,4 Bedroom Terrace Duplex, Lekki Phase 1 Lekki Phase 1 Lekki Lagos ,150000000,4,4,5,2023-04-19,Lagos,Lekki
13329,5 Bedroom Detached With Pool And Cinema., Orchid Road Lekki Lafiaji Lekki Lagos ,250000000,5,5,6,2023-04-19,Lagos,Lekki
13330,4 Bedroom Terrace Duplex., Lekki Phase 1 Lekki Phase 1 Lekki Lagos ,180000000,4,4,5,2023-04-19,Lagos,Lekki
13331,4 Bedroom Detached Duplex With Bq., Orchid Road Chevron Drive Lekki Lagos ,120000000,4,4,5,2023-04-19,Lagos,Lekki
13332,Affordable 3 Bedroom Terrace Duplex In A Shared Compound," Pentagon Court Phase 5, Ikota, Lekki, Lagos Ikota Lekki Lagos ",55000000,3,3,4,2023-05-27,Lagos,Lekki
13333,4 Bedroom Detached Duplex With Bq., Agungi Agungi Lekki Lagos ,130000000,4,4,5,2023-04-19,Lagos,Lekki
13334,4 Bedroom Semidetached Duplex, Chevron Chevron Drive Lekki Lagos ,95000000,4,4,5,2023-04-19,Lagos,Lekki
13335,Locely 4 Bedroom Fully Detached Duplex With Bq.," Orchid Lekki, Lagos Lafiaji Lekki Lagos ",120000000,4,4,5,2023-04-19,Lagos,Lekki
13336,2 And 3 Bedroom Terraces, Fara Park Estate Sangotedo Ajah Lagos ,51000000,0,0,0,2023-04-19,Lagos,Ajah
13337,5 Bedroom Detached Duplex For Sale With Bq.," Orchid, Lekki, Lagos. Lekki Lagos ",160000000,5,5,6,2023-04-19,Lagos,Lekki
13338,3 Bedroom Terrance Duplex," Idado, Lekki,lagos Idado Lekki Lagos ",120000000,3,3,4,2023-04-19,Lagos,Lekki
13339,4 Bedroom Terrance Duplex," Agungi, Lekki,lagos. Agungi Lekki Lagos ",100000000,4,4,5,2023-04-19,Lagos,Lekki
13340,4 Bedroom Terrance Duplex, Ologolo Lekki Ologolo Lekki Lagos ,55000000,4,4,5,2023-04-19,Lagos,Lekki
13341,4 Bedroom Terrance Duplex With Bq," Ikota, Lekki ,lagos. Ikota Lekki Lagos ",55000000,4,4,5,2023-04-19,Lagos,Lekki
13342,Semi Finished 4 Bedroom Terrace Duplex, Victoria Island Lagos ,200000000,4,4,5,2023-05-27,Lagos,Island
13343,4 Bedroom Semi Detached Duplex, Ikota Gra Ikota Lekki Lagos ,62000000,4,4,4,2023-04-19,Lagos,Lekki
13344,4 Bedroom Semi Detached Duplex With Bq," Ikota, Lekki,lagos Ikota Lekki Lagos ",80000000,4,4,5,2023-04-19,Lagos,Lekki
13345,3 Bedroom Semi Detached Duplex," Orchid Road, Lekki, Lagos Chevron Drive Lekki Lagos ",55000000,3,3,4,2023-04-19,Lagos,Lekki
13346,4 Bedroom Semi Detached Duplex," Osapa London, Lekki Osapa Lekki Lagos ",120000000,4,4,5,2023-04-19,Lagos,Lekki
13347,5 Bedroom Terrance Duplex," Agungi, Lekki, Lagos Agungi Lekki Lagos ",75000000,4,4,5,2023-04-19,Lagos,Lekki
13348,4 Bedroom Terrance Duplex," 2nd Ztollgate, Lekki, Lagos Lekki Phase 2 Lekki Lagos ",75000000,4,4,5,2023-04-19,Lagos,Lekki
13349,Tastefully Built 4 Bedroom Detached Duplex, Ikoyi Lagos ,600000000,4,4,5,2023-04-19,Lagos,Ikoyi
13350,5 Excellent Luxury Smart Automated Detached Duplex, Pay And Move In Osapa Lekki Lagos ,850000000,5,5,6,2023-04-19,Lagos,Lekki
13351,New 4 Bedroom Detached Duplex, Lekki Lagos ,95000000,4,4,5,2023-04-19,Lagos,Lekki
13352,Massive 4 Bedroom Maisonette, Ikoyi Lagos ,300000000,4,4,5,2023-04-19,Lagos,Ikoyi
13353,4 Bedroom Terrance Duplex, Pay And Pack In. Distress Sales Ikota Lekki Lagos ,42000000,4,4,5,2023-04-19,Lagos,Lekki
13354,Magnificent 4 Bedroom Terrace Duplex With Self Compound," Off Adenike Olotun Street, Ikota Gra, Lekki, Lagos Ikota Lekki Lagos ",65000000,4,4,5,2023-05-27,Lagos,Lekki
13355,New 4 Bedroom Terrace Duplex, Chevron Drive Lekki Lagos ,60000000,4,4,5,2023-04-19,Lagos,Lekki
13356,New 4 Bedroom Terrace Duplex, Chevron Drive Lekki Lagos ,65000000,4,4,5,2023-04-19,Lagos,Lekki
